State FIPS,AREA TYPE,AREA NAME,YEAR,MONTH,SEASONALLY ADJUSTED,LABORFORCE,EMPLOYMENT,UNEMPLOYMENT,UNEMPLOYMENT RATE,LABFORCE_PART RATE
19,Cities,Ankeny,2002,May,0,17700,17400,300,1.7,
19,Cities,Ankeny,2002,April,0,17500,17200,300,1.9,
19,Cities,Ankeny,2002,March,0,17300,16900,400,2.2,
19,Cities,Ankeny,2002,February,0,17200,16800,400,2.1,
19,Cities,Ankeny,2002,January,0,17000,16600,400,2.3,
19,Cities,Ankeny,2001,December,0,17100,16800,300,1.8,
19,Cities,Ankeny,2001,November,0,17100,16800,300,1.6,
19,Cities,Ankeny,2001,October,0,16900,16700,300,1.5,
19,Cities,Ankeny,2001,September,0,17100,16900,200,1.4,
19,Cities,Ankeny,2001,August,0,17200,16900,200,1.4,
19,Cities,Ankeny,2001,July,0,17500,17300,200,1.3,
19,Cities,Ankeny,2001,June,0,17400,17100,200,1.4,
19,Cities,Ankeny,2001,May,0,16900,16700,200,1.3,
19,Cities,Ankeny,2001,April,0,16900,16700,300,1.5,
19,Cities,Ankeny,2001,March,0,17000,16700,300,1.8,
19,Cities,Ankeny,2001,February,0,16800,16500,300,1.7,
19,Cities,Ankeny,2001,January,0,16900,16600,300,1.7,
19,Cities,Ankeny,2000,December,0,17000,16700,200,1.4,
19,Cities,Ankeny,2000,November,0,16900,16700,200,1.2,
19,Cities,Ankeny,2000,October,0,17000,16800,200,1.2,
19,Cities,Ankeny,2000,September,0,16800,16600,200,1.2,
19,Cities,Ankeny,2000,August,0,17000,16800,200,1.2,
19,Cities,Ankeny,2000,July,0,17100,16900,200,1.1,
19,Cities,Ankeny,2000,June,0,16900,16800,200,1.2,
19,Cities,Ankeny,2000,May,0,16600,16400,200,1.1,
19,Cities,Ankeny,2000,April,0,16800,16600,200,1.2,
19,Cities,Ankeny,2000,March,0,16900,16600,200,1.4,
19,Cities,Ankeny,2000,February,0,16800,16600,200,1.5,
19,Cities,Ankeny,2000,January,0,16800,16500,300,1.6,
19,Cities,Bettendorf,2022,July,0,19400,18900,500,2.5,
19,Cities,Bettendorf,2022,June,0,19300,18800,500,2.5,
19,Cities,Bettendorf,2022,May,0,19000,18500,400,2.2,
19,Cities,Bettendorf,2022,April,0,18700,18400,400,2,
19,Cities,Bettendorf,2022,March,0,18500,17900,500,2.9,
19,Cities,Bettendorf,2022,February,0,18600,18000,600,3,
19,Cities,Bettendorf,2022,January,0,18500,17800,700,4,
19,Cities,Bettendorf,2021,December,0,18400,17800,700,3.6,
19,Cities,Bettendorf,2021,November,0,18400,17700,700,3.6,
19,Cities,Bettendorf,2021,October,0,18600,17900,700,3.8,
19,Cities,Bettendorf,2021,September,0,18600,17800,800,4.1,
19,Cities,Bettendorf,2021,August,0,18500,17800,800,4.2,
19,Cities,Bettendorf,2021,July,0,18700,17900,800,4.4,
19,Cities,Bettendorf,2021,June,0,18600,17500,1000,5.5,
19,Cities,Bettendorf,2021,May,0,18200,17400,900,4.8,
19,Cities,Bettendorf,2021,April,0,18200,17400,900,4.7,
19,Cities,Bettendorf,2021,March,0,18100,17300,800,4.5,
19,Cities,Bettendorf,2021,February,0,17900,17000,900,4.8,
19,Cities,Bettendorf,2021,January,0,17700,16800,900,5.3,
19,Cities,Bettendorf,2020,December,0,17900,17000,900,4.9,
19,Cities,Bettendorf,2020,November,0,17900,17100,700,4,
19,Cities,Bettendorf,2020,October,0,18200,17400,700,3.9,
19,Cities,Bettendorf,2020,September,0,18200,17300,900,4.8,
19,Cities,Bettendorf,2020,August,0,18100,17200,900,5,
19,Cities,Bettendorf,2020,July,0,18100,17000,1100,5.8,
19,Cities,Bettendorf,2020,June,0,18100,16900,1200,6.6,
19,Cities,Bettendorf,2020,May,0,17900,16400,1600,8.7,
19,Cities,Bettendorf,2020,April,0,18500,16500,2000,11,
19,Cities,Bettendorf,2020,March,0,18800,18300,500,2.9,
19,Cities,Bettendorf,2020,February,0,19100,18600,500,2.4,
19,Cities,Bettendorf,2020,January,0,19100,18500,500,2.8,
19,Cities,Bettendorf,2019,December,0,19000,18500,500,2.5,
19,Cities,Bettendorf,2019,November,0,19100,18700,400,2.2,
19,Cities,Bettendorf,2019,October,0,19400,18900,400,2.2,
19,Cities,Bettendorf,2019,September,0,19300,18900,400,2.2,
19,Cities,Bettendorf,2019,August,0,19500,19000,500,2.4,
19,Cities,Bettendorf,2019,July,0,19700,19200,500,2.4,
19,Cities,Bettendorf,2019,June,0,19400,18900,500,2.3,
19,Cities,Bettendorf,2019,May,0,19200,18700,400,2.3,
19,Cities,Bettendorf,2019,April,0,19100,18800,400,2,
19,Cities,Bettendorf,2019,March,0,19100,18600,500,2.5,
19,Cities,Bettendorf,2019,February,0,18800,18300,400,2.3,
19,Cities,Bettendorf,2019,January,0,18800,18300,600,3,
19,Cities,Bettendorf,2018,December,0,18700,18200,500,2.6,
19,Cities,Bettendorf,2018,November,0,18700,18300,400,1.9,
19,Cities,Bettendorf,2018,October,0,18800,18500,300,1.9,
19,Cities,Bettendorf,2018,September,0,18800,18400,400,2.1,
19,Cities,Bettendorf,2018,August,0,18800,18400,400,2.3,
19,Cities,Bettendorf,2018,July,0,19000,18600,400,2.2,
19,Cities,Bettendorf,2018,June,0,18900,18500,400,2.3,
19,Cities,Bettendorf,2018,May,0,18600,18200,400,2.1,
19,Cities,Bettendorf,2018,April,0,18600,18200,400,2.1,
19,Cities,Bettendorf,2018,March,0,18600,18100,500,2.5,
19,Cities,Bettendorf,2018,February,0,18400,17900,500,2.6,
19,Cities,Bettendorf,2018,January,0,18300,17800,500,2.9,
19,Cities,Bettendorf,2017,December,0,17900,17400,400,2.5,
19,Cities,Bettendorf,2017,November,0,17900,17500,400,2.3,
19,Cities,Bettendorf,2017,October,0,17900,17500,400,2.3,
19,Cities,Bettendorf,2017,September,0,18200,17700,500,2.7,
19,Cities,Bettendorf,2017,August,0,18200,17700,500,3,
19,Cities,Bettendorf,2017,July,0,18400,17800,600,3,
19,Cities,Bettendorf,2017,June,0,18300,17800,600,3.1,
19,Cities,Bettendorf,2017,May,0,18000,17500,500,2.8,
19,Cities,Bettendorf,2017,April,0,18100,17500,500,2.9,
19,Cities,Bettendorf,2017,March,0,18100,17500,600,3.3,
19,Cities,Bettendorf,2017,February,0,17900,17300,600,3.3,
19,Cities,Bettendorf,2017,January,0,17900,17200,700,3.8,
19,Cities,Bettendorf,2016,December,0,17900,17300,600,3.3,
19,Cities,Bettendorf,2016,November,0,17800,17300,500,2.9,
19,Cities,Bettendorf,2016,October,0,17900,17300,600,3.2,
19,Cities,Bettendorf,2016,September,0,18000,17400,600,3.5,
19,Cities,Bettendorf,2016,August,0,18000,17400,600,3.3,
19,Cities,Bettendorf,2016,July,0,18200,17500,700,3.6,
19,Cities,Bettendorf,2016,June,0,17900,17300,600,3.6,
19,Cities,Bettendorf,2016,May,0,17800,17200,600,3.3,
19,Cities,Bettendorf,2016,April,0,17900,17300,600,3.3,
19,Cities,Bettendorf,2016,March,0,18000,17300,600,3.4,
19,Cities,Bettendorf,2016,February,0,18000,17300,600,3.6,
19,Cities,Bettendorf,2016,January,0,18000,17400,700,3.8,
19,Cities,Bettendorf,2015,December,0,17900,17300,600,3.3,
19,Cities,Bettendorf,2015,November,0,17800,17300,500,3.1,
19,Cities,Bettendorf,2015,October,0,17900,17300,600,3.3,
19,Cities,Bettendorf,2015,September,0,17800,17300,600,3.2,
19,Cities,Bettendorf,2015,August,0,18100,17500,600,3.2,
19,Cities,Bettendorf,2015,July,0,18300,17700,600,3.5,
19,Cities,Bettendorf,2015,June,0,18200,17600,700,3.6,
19,Cities,Bettendorf,2015,May,0,18100,17400,600,3.5,
19,Cities,Bettendorf,2015,April,0,18000,17400,600,3.4,
19,Cities,Bettendorf,2015,March,0,17900,17300,700,3.6,
19,Cities,Bettendorf,2015,February,0,18000,17300,700,3.8,
19,Cities,Bettendorf,2015,January,0,18000,17300,800,4.3,
19,Cities,Bettendorf,2014,December,0,17900,17300,700,3.7,
19,Cities,Bettendorf,2014,November,0,17900,17300,600,3.5,
19,Cities,Bettendorf,2014,October,0,17900,17300,700,3.7,
19,Cities,Bettendorf,2014,September,0,18000,17300,700,4,
19,Cities,Bettendorf,2014,August,0,18300,17500,700,4.1,
19,Cities,Bettendorf,2014,July,0,18500,17800,800,4.1,
19,Cities,Bettendorf,2014,June,0,18400,17600,800,4.1,
19,Cities,Bettendorf,2014,May,0,18200,17400,700,4.1,
19,Cities,Bettendorf,2014,April,0,18000,17400,600,3.5,
19,Cities,Bettendorf,2014,March,0,18000,17300,800,4.2,
19,Cities,Bettendorf,2014,February,0,17900,17200,800,4.4,
19,Cities,Bettendorf,2014,January,0,17900,17000,900,5,
19,Cities,Bettendorf,2013,December,0,17800,17000,700,4.2,
19,Cities,Bettendorf,2013,November,0,17800,17100,700,4,
19,Cities,Bettendorf,2013,October,0,17700,16900,800,4.3,
19,Cities,Bettendorf,2013,September,0,17800,17100,700,4.1,
19,Cities,Bettendorf,2013,August,0,18100,17400,700,4.1,
19,Cities,Bettendorf,2013,July,0,18300,17500,800,4.2,
19,Cities,Bettendorf,2013,June,0,18000,17200,800,4.3,
19,Cities,Bettendorf,2013,May,0,17700,17000,700,3.9,
19,Cities,Bettendorf,2013,April,0,17600,16900,600,3.7,
19,Cities,Bettendorf,2013,March,0,17600,16900,700,4.1,
19,Cities,Bettendorf,2013,February,0,17600,16900,700,4.2,
19,Cities,Bettendorf,2013,January,0,17600,16700,900,4.9,
19,Cities,Bettendorf,2012,December,0,17500,16700,800,4.5,
19,Cities,Bettendorf,2012,November,0,17400,16800,700,3.7,
19,Cities,Bettendorf,2012,October,0,17600,16800,800,4.3,
19,Cities,Bettendorf,2012,September,0,17500,16900,700,3.9,
19,Cities,Bettendorf,2012,August,0,17900,17100,800,4.3,
19,Cities,Bettendorf,2012,July,0,18000,17200,800,4.5,
19,Cities,Bettendorf,2012,June,0,17900,17100,800,4.6,
19,Cities,Bettendorf,2012,May,0,17500,16800,700,4.1,
19,Cities,Bettendorf,2012,April,0,17500,16800,700,4,
19,Cities,Bettendorf,2012,March,0,17500,16800,800,4.4,
19,Cities,Bettendorf,2012,February,0,17400,16600,800,4.7,
19,Cities,Bettendorf,2012,January,0,17300,16400,900,5.2,
19,Cities,Bettendorf,2011,December,0,17300,16500,800,4.7,
19,Cities,Bettendorf,2011,November,0,17300,16500,800,4.3,
19,Cities,Bettendorf,2011,October,0,17400,16600,800,4.7,
19,Cities,Bettendorf,2011,September,0,17500,16700,800,4.6,
19,Cities,Bettendorf,2011,August,0,17800,16900,800,4.7,
19,Cities,Bettendorf,2011,July,0,17900,17100,800,4.6,
19,Cities,Bettendorf,2011,June,0,17700,16800,900,5.1,
19,Cities,Bettendorf,2011,May,0,17500,16700,800,4.5,
19,Cities,Bettendorf,2011,April,0,17500,16800,800,4.3,
19,Cities,Bettendorf,2011,March,0,17400,16500,900,5.2,
19,Cities,Bettendorf,2011,February,0,17300,16400,900,5,
19,Cities,Bettendorf,2011,January,0,17300,16400,900,5.4,
19,Cities,Bettendorf,2010,December,0,17300,16400,900,5.2,
19,Cities,Bettendorf,2010,November,0,17300,16500,800,4.8,
19,Cities,Bettendorf,2010,October,0,17300,16500,800,4.8,
19,Cities,Bettendorf,2010,September,0,17400,16600,900,4.9,
19,Cities,Bettendorf,2010,August,0,17700,16800,900,5,
19,Cities,Bettendorf,2010,July,0,17700,16800,900,5,
19,Cities,Bettendorf,2010,June,0,17500,16600,900,5.1,
19,Cities,Bettendorf,2010,May,0,17300,16400,900,5,
19,Cities,Bettendorf,2010,April,0,17300,16400,900,5.1,
19,Cities,Bettendorf,2010,March,0,17100,16100,1000,5.9,
19,Cities,Bettendorf,2010,February,0,17000,16000,1000,6.2,
19,Cities,Bettendorf,2010,January,0,17100,16000,1100,6.3,
19,Cities,Bettendorf,2009,December,0,17900,16800,1100,6,
19,Cities,Bettendorf,2009,November,0,18000,16900,1100,6.1,
19,Cities,Bettendorf,2009,October,0,18100,16900,1100,6.3,
19,Cities,Bettendorf,2009,September,0,18200,17100,1100,6,
19,Cities,Bettendorf,2009,August,0,18400,17300,1100,5.9,
19,Cities,Bettendorf,2009,July,0,18600,17500,1100,5.8,
19,Cities,Bettendorf,2009,June,0,18200,17200,1100,5.9,
19,Cities,Bettendorf,2009,May,0,18000,17000,1000,5.4,
19,Cities,Bettendorf,2009,April,0,17900,17000,900,5.1,
19,Cities,Bettendorf,2009,March,0,17800,16900,900,5.2,
19,Cities,Bettendorf,2009,February,0,18100,17200,1000,5.3,
19,Cities,Bettendorf,2009,January,0,18100,17300,900,4.9,
19,Cities,Bettendorf,2008,December,0,18100,17400,700,3.8,
19,Cities,Bettendorf,2008,November,0,18100,17500,600,3.5,
19,Cities,Bettendorf,2008,October,0,18200,17500,600,3.5,
19,Cities,Bettendorf,2008,September,0,18500,17800,700,3.7,
19,Cities,Bettendorf,2008,August,0,18800,18100,700,3.7,
19,Cities,Bettendorf,2008,July,0,18900,18200,700,3.6,
19,Cities,Bettendorf,2008,June,0,18300,17700,600,3.3,
19,Cities,Bettendorf,2008,May,0,18100,17500,500,3,
19,Cities,Bettendorf,2008,April,0,18000,17500,500,2.8,
19,Cities,Bettendorf,2008,March,0,18000,17500,500,2.9,
19,Cities,Bettendorf,2008,February,0,18000,17500,600,3.2,
19,Cities,Bettendorf,2008,January,0,18000,17400,600,3.4,
19,Cities,Bettendorf,2007,December,0,17900,17400,500,2.9,
19,Cities,Bettendorf,2007,November,0,18000,17500,500,2.7,
19,Cities,Bettendorf,2007,October,0,17900,17400,500,2.7,
19,Cities,Bettendorf,2007,September,0,18100,17600,500,2.7,
19,Cities,Bettendorf,2007,August,0,18500,17900,600,3,
19,Cities,Bettendorf,2007,July,0,18700,18100,600,3.1,
19,Cities,Bettendorf,2007,June,0,18300,17700,600,3.4,
19,Cities,Bettendorf,2007,May,0,17900,17400,500,2.6,
19,Cities,Bettendorf,2007,April,0,17800,17300,500,2.7,
19,Cities,Bettendorf,2007,March,0,17900,17400,500,2.7,
19,Cities,Bettendorf,2007,February,0,17800,17300,500,2.9,
19,Cities,Bettendorf,2007,January,0,17800,17300,500,3,
19,Cities,Bettendorf,2006,December,0,18000,17500,500,2.9,
19,Cities,Bettendorf,2006,November,0,17900,17400,500,2.9,
19,Cities,Bettendorf,2006,October,0,18000,17500,500,2.7,
19,Cities,Bettendorf,2006,September,0,18000,17500,500,3,
19,Cities,Bettendorf,2006,August,0,18300,17800,600,3,
19,Cities,Bettendorf,2006,July,0,18600,18100,600,3,
19,Cities,Bettendorf,2006,June,0,18300,17700,600,3.2,
19,Cities,Bettendorf,2006,May,0,17900,17500,500,2.7,
19,Cities,Bettendorf,2006,April,0,17900,17400,500,2.8,
19,Cities,Bettendorf,2006,March,0,17800,17300,500,2.9,
19,Cities,Bettendorf,2006,February,0,17800,17200,600,3.1,
19,Cities,Bettendorf,2006,January,0,17600,17000,600,3.3,
19,Cities,Bettendorf,2005,December,0,17600,17100,500,3,
19,Cities,Bettendorf,2005,November,0,17700,17200,500,2.9,
19,Cities,Bettendorf,2005,October,0,17800,17300,500,2.7,
19,Cities,Bettendorf,2005,September,0,18000,17400,500,3,
19,Cities,Bettendorf,2005,August,0,18100,17600,500,3,
19,Cities,Bettendorf,2005,July,0,18100,17600,600,3.2,
19,Cities,Bettendorf,2005,June,0,17800,17100,600,3.5,
19,Cities,Bettendorf,2005,May,0,17500,17000,500,3.1,
19,Cities,Bettendorf,2005,April,0,17500,16900,500,2.9,
19,Cities,Bettendorf,2005,March,0,17400,16800,500,3.2,
19,Cities,Bettendorf,2005,February,0,17300,16800,600,3.2,
19,Cities,Bettendorf,2005,January,0,17200,16600,600,3.3,
19,Cities,Bettendorf,2004,December,0,17500,16900,600,3.5,
19,Cities,Bettendorf,2004,November,0,17500,16900,600,3.5,
19,Cities,Bettendorf,2004,October,0,17400,16900,600,3.3,
19,Cities,Bettendorf,2004,September,0,17300,16700,600,3.3,
19,Cities,Bettendorf,2004,August,0,17700,17100,600,3.4,
19,Cities,Bettendorf,2004,July,0,17900,17300,600,3.4,
19,Cities,Bettendorf,2004,June,0,17300,16700,600,3.7,
19,Cities,Bettendorf,2004,May,0,17100,16600,600,3.3,
19,Cities,Bettendorf,2004,April,0,17000,16500,600,3.3,
19,Cities,Bettendorf,2004,March,0,17000,16400,600,3.7,
19,Cities,Bettendorf,2004,February,0,17100,16500,600,3.5,
19,Cities,Bettendorf,2004,January,0,17100,16500,700,3.9,
19,Cities,Bettendorf,2003,December,0,17200,16600,600,3.5,
19,Cities,Bettendorf,2003,November,0,17200,16600,600,3.3,
19,Cities,Bettendorf,2003,October,0,17300,16700,600,3.3,
19,Cities,Bettendorf,2003,September,0,17200,16700,600,3.2,
19,Cities,Bettendorf,2003,August,0,17400,16800,600,3.4,
19,Cities,Bettendorf,2003,July,0,17600,17000,600,3.2,
19,Cities,Bettendorf,2003,June,0,17500,16800,600,3.5,
19,Cities,Bettendorf,2003,May,0,17200,16600,500,3.1,
19,Cities,Bettendorf,2003,April,0,17200,16700,500,3.2,
19,Cities,Bettendorf,2003,March,0,17200,16600,600,3.5,
19,Cities,Bettendorf,2003,February,0,17200,16600,600,3.6,
19,Cities,Bettendorf,2003,January,0,17300,16600,700,3.9,
19,Cities,Bettendorf,2002,December,0,17500,16900,600,3.3,
19,Cities,Bettendorf,2002,November,0,17500,17000,500,2.9,
19,Cities,Bettendorf,2002,October,0,17500,17000,500,3,
19,Cities,Bettendorf,2002,September,0,17700,17200,500,2.9,
19,Cities,Bettendorf,2002,August,0,17700,17100,600,3.2,
19,Cities,Bettendorf,2002,July,0,17900,17400,500,3.1,
19,Cities,Bettendorf,2002,June,0,18000,17400,600,3.4,
19,Cities,Bettendorf,2002,May,0,17700,17100,600,3.2,
19,Cities,Bettendorf,2002,April,0,17500,16900,600,3.3,
19,Cities,Bettendorf,2002,March,0,17300,16700,600,3.7,
19,Cities,Bettendorf,2002,February,0,17100,16500,600,3.7,
19,Cities,Bettendorf,2002,January,0,16800,16100,700,4,
19,Cities,Bettendorf,2001,December,0,17100,16500,600,3.6,
19,Cities,Bettendorf,2001,November,0,17000,16500,500,3,
19,Cities,Bettendorf,2001,October,0,17000,16500,500,2.7,
19,Cities,Bettendorf,2001,September,0,17400,16900,500,2.7,
19,Cities,Bettendorf,2001,August,0,17500,17000,500,2.7,
19,Cities,Bettendorf,2001,July,0,17800,17400,400,2.5,
19,Cities,Bettendorf,2001,June,0,17600,17100,500,2.9,
19,Cities,Bettendorf,2001,May,0,17100,16600,500,2.8,
19,Cities,Bettendorf,2001,April,0,17100,16600,400,2.6,
19,Cities,Bettendorf,2001,March,0,17100,16600,500,2.8,
19,Cities,Bettendorf,2001,February,0,17000,16500,500,2.8,
19,Cities,Bettendorf,2001,January,0,17100,16600,500,3.1,
19,Cities,Bettendorf,2000,December,0,17200,16800,400,2.3,
19,Cities,Bettendorf,2000,November,0,17200,16800,400,2.3,
19,Cities,Bettendorf,2000,October,0,17300,17000,300,2,
19,Cities,Bettendorf,2000,September,0,17400,17000,400,2.2,
19,Cities,Bettendorf,2000,August,0,17400,17000,400,2.3,
19,Cities,Bettendorf,2000,July,0,17600,17200,400,2.2,
19,Cities,Bettendorf,2000,June,0,17600,17200,500,2.6,
19,Cities,Bettendorf,2000,May,0,17200,16800,400,2.2,
19,Cities,Bettendorf,2000,April,0,17300,16900,300,2,
19,Cities,Bettendorf,2000,March,0,17300,16900,400,2.3,
19,Cities,Bettendorf,2000,February,0,17300,16900,500,2.7,
19,Cities,Bettendorf,2000,January,0,17200,16700,500,3,
19,Cities,Burlington,2022,July,0,11500,10900,600,5.2,
19,Cities,Burlington,2022,June,0,11500,10900,600,5,
19,Cities,Burlington,2022,May,0,11100,10600,500,4.7,
19,Cities,Burlington,2022,April,0,11200,10700,500,4.4,
19,Cities,Burlington,2022,March,0,11200,10700,600,5.1,
19,Cities,Burlington,2022,February,0,11300,10600,600,5.7,
19,Cities,Burlington,2022,January,0,11400,10600,800,6.7,
19,Cities,Burlington,2021,December,0,11300,10600,600,5.7,
19,Cities,Burlington,2021,November,0,11300,10600,600,5.6,
19,Cities,Burlington,2021,October,0,11300,10700,700,5.8,
19,Cities,Burlington,2021,September,0,11400,10700,800,6.7,
19,Cities,Burlington,2021,August,0,11600,10700,900,7.4,
19,Cities,Burlington,2021,July,0,11900,11000,900,7.3,
19,Cities,Burlington,2021,June,0,11700,10800,900,8,
19,Cities,Burlington,2021,May,0,11400,10600,800,6.9,
19,Cities,Burlington,2021,April,0,11500,10600,800,7.1,
19,Cities,Burlington,2021,March,0,11400,10600,800,7.2,
19,Cities,Burlington,2021,February,0,11300,10500,900,7.6,
19,Cities,Burlington,2021,January,0,11300,10400,900,8.1,
19,Cities,Burlington,2020,December,0,11400,10500,900,7.5,
19,Cities,Burlington,2020,November,0,11400,10600,700,6.5,
19,Cities,Burlington,2020,October,0,11500,10800,700,6.1,
19,Cities,Burlington,2020,September,0,11500,10700,800,6.8,
19,Cities,Burlington,2020,August,0,11600,10700,800,7,
19,Cities,Burlington,2020,July,0,11700,10800,900,8,
19,Cities,Burlington,2020,June,0,11600,10400,1200,10.6,
19,Cities,Burlington,2020,May,0,11600,10100,1500,12.9,
19,Cities,Burlington,2020,April,0,12100,10200,2000,16.1,
19,Cities,Burlington,2020,March,0,11800,11100,700,6,
19,Cities,Burlington,2020,February,0,11900,11300,600,5,
19,Cities,Burlington,2020,January,0,11900,11300,600,5.2,
19,Cities,Burlington,2019,December,0,11900,11400,500,4.3,
19,Cities,Burlington,2019,November,0,12100,11600,500,3.9,
19,Cities,Burlington,2019,October,0,12200,11700,500,3.8,
19,Cities,Burlington,2019,September,0,12200,11700,500,3.8,
19,Cities,Burlington,2019,August,0,12400,11800,600,4.9,
19,Cities,Burlington,2019,July,0,12600,12100,500,4.1,
19,Cities,Burlington,2019,June,0,12500,11900,600,4.6,
19,Cities,Burlington,2019,May,0,12300,11800,500,3.7,
19,Cities,Burlington,2019,April,0,12200,11800,400,3.3,
19,Cities,Burlington,2019,March,0,12200,11700,500,4.2,
19,Cities,Burlington,2019,February,0,12100,11600,500,4,
19,Cities,Burlington,2019,January,0,12100,11600,600,4.7,
19,Cities,Burlington,2018,December,0,12000,11600,400,3.6,
19,Cities,Burlington,2018,November,0,12100,11700,400,3.3,
19,Cities,Burlington,2018,October,0,12100,11800,300,2.7,
19,Cities,Burlington,2018,September,0,12100,11700,300,2.7,
19,Cities,Burlington,2018,August,0,12200,11800,400,3.2,
19,Cities,Burlington,2018,July,0,12500,12100,400,3.3,
19,Cities,Burlington,2018,June,0,12500,12100,500,3.6,
19,Cities,Burlington,2018,May,0,12300,11900,400,3,
19,Cities,Burlington,2018,April,0,12200,11800,400,3.2,
19,Cities,Burlington,2018,March,0,12200,11700,500,3.7,
19,Cities,Burlington,2018,February,0,12100,11600,500,4.2,
19,Cities,Burlington,2018,January,0,12100,11500,600,4.9,
19,Cities,Burlington,2017,December,0,12100,11600,500,4.2,
19,Cities,Burlington,2017,November,0,12100,11700,400,3.5,
19,Cities,Burlington,2017,October,0,12100,11700,400,3.2,
19,Cities,Burlington,2017,September,0,12200,11700,500,3.8,
19,Cities,Burlington,2017,August,0,12300,11800,600,4.6,
19,Cities,Burlington,2017,July,0,12500,11900,600,4.7,
19,Cities,Burlington,2017,June,0,12500,12000,600,4.7,
19,Cities,Burlington,2017,May,0,12300,11700,500,4.3,
19,Cities,Burlington,2017,April,0,12400,11800,600,4.5,
19,Cities,Burlington,2017,March,0,12400,11800,600,4.5,
19,Cities,Burlington,2017,February,0,12300,11700,700,5.5,
19,Cities,Burlington,2017,January,0,12400,11700,700,5.6,
19,Cities,Burlington,2016,December,0,12200,11700,500,4.4,
19,Cities,Burlington,2016,November,0,12300,11800,500,4.3,
19,Cities,Burlington,2016,October,0,12300,11800,600,4.6,
19,Cities,Burlington,2016,September,0,12600,12000,600,4.7,
19,Cities,Burlington,2016,August,0,12600,11900,700,5.8,
19,Cities,Burlington,2016,July,0,12900,12200,700,5.5,
19,Cities,Burlington,2016,June,0,12700,12000,700,5.7,
19,Cities,Burlington,2016,May,0,12400,11700,700,5.3,
19,Cities,Burlington,2016,April,0,12400,11800,700,5.3,
19,Cities,Burlington,2016,March,0,12600,11900,600,5.1,
19,Cities,Burlington,2016,February,0,12500,11800,700,5.4,
19,Cities,Burlington,2016,January,0,12600,11800,800,6.1,
19,Cities,Burlington,2015,December,0,12500,11900,600,4.9,
19,Cities,Burlington,2015,November,0,12600,12000,600,4.7,
19,Cities,Burlington,2015,October,0,12500,12000,500,4.3,
19,Cities,Burlington,2015,September,0,12600,12100,600,4.5,
19,Cities,Burlington,2015,August,0,13000,12200,800,6.2,
19,Cities,Burlington,2015,July,0,13100,12400,700,5,
19,Cities,Burlington,2015,June,0,12800,12200,600,5,
19,Cities,Burlington,2015,May,0,12700,12100,700,5.3,
19,Cities,Burlington,2015,April,0,12600,12100,600,4.5,
19,Cities,Burlington,2015,March,0,12700,12100,600,4.7,
19,Cities,Burlington,2015,February,0,12700,12000,600,5.1,
19,Cities,Burlington,2015,January,0,12700,12000,700,5.4,
19,Cities,Burlington,2014,December,0,12700,12200,500,4.3,
19,Cities,Burlington,2014,November,0,12700,12200,600,4.3,
19,Cities,Burlington,2014,October,0,12700,12200,600,4.5,
19,Cities,Burlington,2014,September,0,12800,12200,600,4.9,
19,Cities,Burlington,2014,August,0,13100,12400,700,5.3,
19,Cities,Burlington,2014,July,0,13300,12600,700,5.6,
19,Cities,Burlington,2014,June,0,13100,12400,700,5.4,
19,Cities,Burlington,2014,May,0,13000,12300,700,5.1,
19,Cities,Burlington,2014,April,0,12900,12300,600,4.8,
19,Cities,Burlington,2014,March,0,12900,12200,700,5.6,
19,Cities,Burlington,2014,February,0,12800,12000,800,6.2,
19,Cities,Burlington,2014,January,0,12700,11900,800,6.5,
19,Cities,Burlington,2013,December,0,12700,12000,700,5.7,
19,Cities,Burlington,2013,November,0,12800,12100,700,5.5,
19,Cities,Burlington,2013,October,0,12800,12000,800,6.2,
19,Cities,Burlington,2013,September,0,12800,12000,700,5.7,
19,Cities,Burlington,2013,August,0,13000,12200,800,5.9,
19,Cities,Burlington,2013,July,0,12900,12100,800,6.4,
19,Cities,Burlington,2013,June,0,12900,12000,900,6.8,
19,Cities,Burlington,2013,May,0,12700,12000,800,6.1,
19,Cities,Burlington,2013,April,0,12600,11800,800,6.1,
19,Cities,Burlington,2013,March,0,12500,11700,800,6.4,
19,Cities,Burlington,2013,February,0,12600,11700,900,6.9,
19,Cities,Burlington,2013,January,0,12700,11500,1100,9,
19,Cities,Burlington,2012,December,0,12500,11700,800,6.7,
19,Cities,Burlington,2012,November,0,12500,11800,700,5.8,
19,Cities,Burlington,2012,October,0,12400,11700,700,5.7,
19,Cities,Burlington,2012,September,0,12400,11600,800,6.2,
19,Cities,Burlington,2012,August,0,12500,11700,800,6.2,
19,Cities,Burlington,2012,July,0,13000,12100,900,6.9,
19,Cities,Burlington,2012,June,0,12700,11900,800,6.4,
19,Cities,Burlington,2012,May,0,12500,11700,800,6.2,
19,Cities,Burlington,2012,April,0,12500,11700,700,6,
19,Cities,Burlington,2012,March,0,12500,11600,900,7,
19,Cities,Burlington,2012,February,0,12400,11600,800,6.8,
19,Cities,Burlington,2012,January,0,12400,11500,900,7.6,
19,Cities,Burlington,2011,December,0,12500,11700,900,6.9,
19,Cities,Burlington,2011,November,0,12600,11700,800,6.5,
19,Cities,Burlington,2011,October,0,12500,11700,800,6.7,
19,Cities,Burlington,2011,September,0,12700,11800,900,7.1,
19,Cities,Burlington,2011,August,0,12800,11900,900,7.2,
